date,country,category,raw_value,tone,article_count
2025-11-30,Iran,crisis,90.4,-8.3,156.1
2025-11-30,Iran,negativity,82.4,-7.6,150.0
2025-12-01,Iran,protest,79.8,-7.7,144.6
2025-12-01,Iran,crisis,88.6,-8.4,166.8
2025-12-01,Iran,negativity,86.0,-8.2,162.5
2025-12-02,Iran,protest,79.3,-7.3,136.9
2025-12-02,Iran,crisis,92.0,-8.2,174.1
2025-12-02,Iran,negativity,85.4,-8.3,161.1
2025-12-03,Iran,protest,82.0,-7.5,148.1
2025-12-03,Iran,crisis,93.3,-8.3,165.1
2025-12-03,Iran,negativity,85.4,-7.9,151.3
2025-12-04,Iran,protest,81.7,-6.8,144.1
2025-12-04,Iran,crisis,92.6,-8.1,155.5
2025-12-04,Iran,negativity,86.5,-8.2,150.3
2025-12-05,Iran,protest,79.9,-7.0,137.0
2025-12-05,Iran,crisis,89.3,-8.3,155.3
2025-12-05,Iran,negativity,85.8,-8.4,146.7
2025-12-06,Iran,protest,77.9,-6.5,140.7
2025-12-06,Iran,crisis,88.0,-8.5,150.6
2025-12-06,Iran,negativity,84.5,-7.5,160.4
2025-12-07,Iran,protest,76.3,-7.2,137.3
2025-12-07,Iran,crisis,86.0,-7.8,146.3
2025-12-07,Iran,negativity,82.8,-8.1,152.6
2025-12-08,Iran,protest,76.8,-7.1,139.4
2025-12-08,Iran,crisis,85.2,-8.0,159.7
2025-12-08,Iran,negativity,83.3,-7.2,150.3
2025-12-09,Iran,protest,81.1,-8.0,148.7
2025-12-09,Iran,crisis,87.1,-8.5,153.5
2025-12-09,Iran,negativity,85.8,-7.3,143.8
2025-12-10,Iran,protest,82.0,-7.0,148.2
2025-12-10,Iran,crisis,87.7,-8.5,157.9
2025-12-10,Iran,negativity,86.6,-7.5,153.7
2025-12-11,Iran,protest,80.1,-6.9,145.6
2025-12-11,Iran,crisis,88.2,-7.9,149.7
2025-12-11,Iran,negativity,85.1,-8.3,151.1
2025-12-12,Iran,protest,81.3,-6.9,157.5
2025-12-12,Iran,crisis,87.7,-8.6,149.4
2025-12-12,Iran,negativity,82.5,-6.9,151.5
2025-12-13,Iran,protest,80.2,-7.8,142.5
2025-12-13,Iran,crisis,85.9,-7.8,146.3
2025-12-13,Iran,negativity,81.6,-7.8,138.5
2025-12-14,Iran,protest,76.2,-7.4,145.9
2025-12-14,Iran,crisis,84.0,-7.2,154.7
2025-12-14,Iran,negativity,81.7,-7.7,153.8
2025-12-15,Iran,protest,78.8,-7.3,154.0
2025-12-15,Iran,crisis,86.4,-8.4,147.5
2025-12-15,Iran,negativity,81.6,-7.8,139.0
2025-12-16,Iran,protest,79.9,-7.9,151.9
2025-12-16,Iran,crisis,87.3,-8.3,158.8
2025-12-16,Iran,negativity,85.1,-8.3,159.9
2025-12-17,Iran,protest,81.9,-7.5,155.4
2025-12-17,Iran,crisis,87.0,-7.2,147.1
2025-12-17,Iran,negativity,84.4,-7.9,162.5
2025-12-18,Iran,protest,78.7,-7.8,149.5
2025-12-18,Iran,crisis,88.1,-8.2,165.5
2025-12-18,Iran,negativity,84.0,-7.8,160.2
2025-12-19,Iran,protest,79.7,-7.9,135.6
2025-12-19,Iran,crisis,86.0,-7.9,159.7
2025-12-19,Iran,negativity,82.9,-8.0,150.2
2025-12-20,Iran,protest,80.1,-7.7,152.8
2025-12-20,Iran,crisis,87.9,-8.6,152.2
2025-12-20,Iran,negativity,84.5,-7.9,147.4
2025-12-21,Iran,protest,75.3,-7.4,126.7
2025-12-21,Iran,crisis,85.1,-8.1,144.0
2025-12-21,Iran,negativity,80.8,-7.5,141.0
2025-12-22,Iran,protest,78.9,-7.8,140.7
2025-12-22,Iran,crisis,86.1,-8.2,157.5
2025-12-22,Iran,negativity,84.0,-7.8,140.8
2025-12-23,Iran,protest,76.8,-7.2,134.8
2025-12-23,Iran,crisis,86.8,-8.1,152.6
2025-12-23,Iran,negativity,81.7,-7.1,152.5
2025-12-24,Iran,protest,80.4,-7.4,148.6
2025-12-24,Iran,crisis,89.4,-8.1,159.1
2025-12-24,Iran,negativity,83.7,-6.9,153.7
2025-12-25,Iran,protest,83.2,-7.3,148.0
2025-12-25,Iran,crisis,87.7,-8.2,157.0
2025-12-25,Iran,negativity,86.2,-8.4,160.1
2025-12-26,Iran,protest,82.3,-6.9,146.3
2025-12-26,Iran,crisis,88.9,-8.4,154.5
2025-12-26,Iran,negativity,85.1,-7.9,154.4
2025-12-27,Iran,protest,77.5,-7.2,148.4
2025-12-27,Iran,crisis,86.1,-7.6,144.9
2025-12-27,Iran,negativity,81.3,-7.3,139.1
2025-12-28,Iran,protest,80.5,-7.4,152.5
2025-12-28,Iran,crisis,85.3,-8.1,157.5
2025-12-28,Iran,negativity,82.5,-7.2,156.2
2025-12-29,Iran,protest,78.7,-6.8,149.5
2025-12-29,Iran,crisis,87.1,-7.8,145.6
2025-12-29,Iran,negativity,83.9,-8.2,154.9
2025-12-30,Iran,protest,81.7,-8.1,144.6
2025-12-30,Iran,crisis,87.3,-7.9,157.5
2025-12-30,Iran,negativity,86.9,-7.7,146.9
2025-12-31,Iran,protest,81.9,-7.6,139.6
2025-12-31,Iran,crisis,90.0,-8.0,170.5
2025-12-31,Iran,negativity,86.4,-7.6,154.1
2026-01-01,Iran,protest,81.5,-7.1,143.6
2026-01-01,Iran,crisis,93.2,-8.6,157.2
2026-01-01,Iran,negativity,87.2,-8.1,166.9
2026-01-02,Iran,protest,81.0,-7.4,137.3
2026-01-02,Iran,crisis,93.2,-8.2,163.7
2026-01-02,Iran,negativity,89.0,-7.5,158.4
2026-01-03,Iran,protest,82.4,-7.0,145.5
2026-01-03,Iran,crisis,91.2,-8.0,173.1
2026-01-03,Iran,negativity,85.8,-8.1,158.4
2026-01-04,Iran,protest,81.0,-7.4,152.5
2026-01-04,Iran,crisis,88.7,-8.0,163.8
2026-01-04,Iran,negativity,86.9,-7.6,148.2
2026-01-05,Iran,protest,84.4,-8.2,147.7
2026-01-05,Iran,crisis,90.0,-8.8,168.1
2026-01-05,Iran,negativity,84.7,-7.0,156.6
2026-01-06,Iran,protest,85.7,-7.7,145.3
2026-01-06,Iran,crisis,95.8,-8.1,174.1
2026-01-06,Iran,negativity,90.0,-7.8,161.8
2026-01-07,Iran,protest,88.4,-7.5,148.1
2026-01-07,Iran,crisis,94.4,-8.3,175.3
2026-01-07,Iran,negativity,90.5,-8.5,154.6
2026-01-08,Iran,protest,85.7,-8.5,164.0
2026-01-08,Iran,crisis,98.9,-8.5,179.9
2026-01-08,Iran,negativity,93.2,-9.1,159.9
2026-01-09,Iran,protest,86.3,-8.1,158.3
2026-01-09,Iran,crisis,97.4,-9.0,173.4
2026-01-09,Iran,negativity,92.9,-8.7,159.7
2026-01-10,Iran,protest,85.1,-8.4,145.8
2026-01-10,Iran,crisis,97.2,-8.5,167.6
2026-01-10,Iran,negativity,93.7,-9.1,161.5
2026-01-11,Iran,protest,85.7,-8.1,156.7
2026-01-11,Iran,crisis,95.2,-8.7,161.8
2026-01-11,Iran,negativity,89.2,-8.5,153.1
2026-01-12,Iran,protest,86.5,-7.2,148.4
2026-01-12,Iran,crisis,96.3,-8.1,162.3
2026-01-12,Iran,negativity,92.9,-8.6,158.9
2026-01-13,Iran,protest,91.2,-8.3,155.5
2026-01-13,Iran,crisis,98.8,-9.0,184.2
2026-01-13,Iran,negativity,93.1,-9.1,175.4
2026-01-14,Iran,protest,90.2,-7.6,153.6
2026-01-14,Iran,crisis,99.0,-8.8,177.2
2026-01-14,Iran,negativity,95.6,-8.2,176.6
2026-01-15,Iran,protest,88.7,-8.1,154.5
2026-01-15,Iran,crisis,99.0,-8.4,177.9
2026-01-15,Iran,negativity,96.6,-8.9,167.1
2026-01-16,Iran,protest,88.6,-7.6,150.7
2026-01-16,Iran,crisis,99.0,-8.4,176.8
2026-01-16,Iran,negativity,95.1,-8.8,169.2
2026-01-17,Iran,protest,90.3,-7.9,162.0
2026-01-17,Iran,crisis,99.0,-9.5,181.0
2026-01-17,Iran,negativity,96.9,-9.0,162.0
2026-01-18,Iran,protest,89.4,-8.0,160.9
2026-01-18,Iran,crisis,99.0,-9.1,168.0
2026-01-18,Iran,negativity,94.8,-8.2,166.0
2026-01-19,Iran,protest,92.0,-8.6,164.9
2026-01-19,Iran,crisis,98.4,-9.2,166.5
2026-01-19,Iran,negativity,93.6,-9.1,174.8
2026-01-20,Iran,protest,88.0,-8.4,163.6
2026-01-20,Iran,crisis,99.0,-9.4,184.2
2026-01-20,Iran,negativity,95.4,-8.3,167.3
2026-01-21,Iran,protest,88.3,-8.4,161.6
2026-01-21,Iran,crisis,97.8,-8.6,170.0
2026-01-21,Iran,negativity,93.1,-8.8,159.6
2026-01-22,Iran,protest,89.4,-7.8,162.3
2026-01-22,Iran,crisis,99.0,-8.4,170.5
2026-01-22,Iran,negativity,96.4,-8.9,175.1
2026-01-23,Iran,protest,91.3,-7.9,165.1
2026-01-23,Iran,crisis,99.0,-8.9,182.5
2026-01-23,Iran,negativity,93.4,-8.5,171.6
2026-01-24,Iran,protest,88.6,-8.5,164.6
2026-01-24,Iran,crisis,99.0,-9.0,164.4
2026-01-24,Iran,negativity,97.2,-9.0,179.6
2026-01-25,Iran,protest,89.1,-7.4,161.3
2026-01-25,Iran,crisis,99.0,-8.7,185.5
2026-01-25,Iran,negativity,96.9,-9.1,174.2
2026-01-26,Iran,protest,92.1,-7.9,154.9
2026-01-26,Iran,crisis,99.0,-9.0,169.7
2026-01-26,Iran,negativity,94.9,-8.5,163.0
2026-01-27,Iran,protest,89.7,-8.3,161.4
2026-01-27,Iran,crisis,98.2,-8.6,181.8
2026-01-27,Iran,negativity,93.9,-8.3,157.7
2026-01-28,Iran,protest,91.5,-7.7,164.8
2026-01-28,Iran,crisis,99.0,-8.4,179.2
2026-01-28,Iran,negativity,97.0,-8.4,169.5
2026-01-29,Iran,protest,90.0,-8.3,169.5
2026-01-29,Iran,crisis,99.0,-8.5,165.2
2026-01-29,Iran,negativity,93.6,-8.1,173.5
2026-01-30,Iran,protest,91.7,-8.0,174.2
2026-01-30,Iran,crisis,99.0,-9.0,166.8
2026-01-30,Iran,negativity,93.4,-8.9,170.2
2026-01-31,Iran,protest,91.3,-8.2,171.0
2026-01-31,Iran,crisis,99.0,-8.5,184.2
2026-01-31,Iran,negativity,95.1,-8.1,175.2
2026-02-01,Iran,protest,89.5,-8.2,161.1
2026-02-01,Iran,crisis,99.0,-8.8,171.5
2026-02-01,Iran,negativity,94.0,-9.2,166.3
2026-02-02,Iran,protest,89.4,-8.4,170.0
2026-02-02,Iran,crisis,99.0,-9.1,179.2
2026-02-02,Iran,negativity,94.6,-9.3,164.1
2026-02-03,Iran,protest,90.7,-8.0,157.6
2026-02-03,Iran,crisis,98.2,-9.3,182.3
2026-02-03,Iran,negativity,96.4,-8.4,181.4
2026-02-04,Iran,protest,89.6,-8.7,157.9
2026-02-04,Iran,crisis,99.0,-8.7,184.7
2026-02-04,Iran,negativity,94.7,-8.7,169.3
2026-02-05,Iran,protest,91.0,-7.8,166.9
2026-02-05,Iran,crisis,99.0,-8.6,185.8
2026-02-05,Iran,negativity,94.9,-9.2,177.8
2026-02-06,Iran,protest,90.0,-8.5,166.8
2026-02-06,Iran,crisis,99.0,-8.9,183.2
2026-02-06,Iran,negativity,93.6,-8.4,164.4
2026-02-07,Iran,protest,92.3,-8.9,156.8
2026-02-07,Iran,crisis,99.0,-9.1,166.9
2026-02-07,Iran,negativity,93.5,-8.4,156.2
2026-02-08,Iran,protest,90.5,-7.5,159.6
2026-02-08,Iran,crisis,99.0,-9.3,184.7
2026-02-08,Iran,negativity,96.4,-8.4,170.3
2026-02-09,Iran,protest,88.1,-8.3,154.1
2026-02-09,Iran,crisis,98.0,-8.3,171.0
2026-02-09,Iran,negativity,94.4,-8.6,175.9
2026-02-10,Iran,protest,89.0,-8.2,150.5
2026-02-10,Iran,crisis,99.0,-9.5,168.8
2026-02-10,Iran,negativity,97.2,-9.1,166.7
2026-02-11,Iran,protest,91.4,-8.4,170.2
2026-02-11,Iran,crisis,99.0,-9.5,185.8
2026-02-11,Iran,negativity,97.2,-9.4,168.1
2026-02-12,Iran,protest,88.1,-8.7,153.2
2026-02-12,Iran,crisis,99.0,-8.6,165.0
2026-02-12,Iran,negativity,92.9,-8.7,159.4
2026-02-13,Iran,protest,88.9,-8.1,151.9
2026-02-13,Iran,crisis,99.0,-9.5,170.1
2026-02-13,Iran,negativity,96.9,-9.2,164.1
2026-02-14,Iran,protest,91.0,-7.9,152.4
2026-02-14,Iran,crisis,98.8,-8.7,182.3
2026-02-14,Iran,negativity,94.3,-8.9,165.6
2026-02-15,Iran,protest,91.6,-8.7,152.8
2026-02-15,Iran,crisis,98.8,-9.5,172.4
2026-02-15,Iran,negativity,96.7,-8.3,167.9
2026-02-16,Iran,protest,87.8,-8.5,163.6
2026-02-16,Iran,crisis,98.4,-9.0,166.5
2026-02-16,Iran,negativity,93.9,-8.1,174.1
2026-02-17,Iran,protest,92.0,-7.8,156.2
2026-02-17,Iran,crisis,99.0,-9.5,178.0
2026-02-17,Iran,negativity,94.4,-8.2,174.0
2026-02-18,Iran,protest,90.7,-8.7,158.7
2026-02-18,Iran,crisis,99.0,-9.5,171.4
2026-02-18,Iran,negativity,93.1,-9.0,168.9
2026-02-19,Iran,protest,90.0,-8.3,164.2
2026-02-19,Iran,crisis,99.0,-8.8,176.5
2026-02-19,Iran,negativity,94.1,-7.9,173.1
2026-02-20,Iran,protest,92.3,-8.7,174.2
2026-02-20,Iran,crisis,99.0,-8.8,168.1
2026-02-20,Iran,negativity,96.1,-8.5,176.2
2026-02-21,Iran,protest,92.5,-9.0,167.9
2026-02-21,Iran,crisis,98.5,-8.7,179.0
2026-02-21,Iran,negativity,95.7,-8.8,178.7
2026-02-22,Iran,protest,92.3,-8.6,157.9
2026-02-22,Iran,crisis,98.0,-9.4,165.3
2026-02-22,Iran,negativity,96.9,-9.3,177.4
2026-02-23,Iran,protest,92.4,-8.1,162.2
2026-02-23,Iran,crisis,99.0,-9.4,165.2
2026-02-23,Iran,negativity,93.5,-8.1,158.5
2026-02-24,Iran,protest,89.1,-8.0,168.8
2026-02-24,Iran,crisis,99.0,-9.2,185.8
2026-02-24,Iran,negativity,93.6,-8.8,164.1
2026-02-25,Iran,protest,88.3,-7.7,165.8
2026-02-25,Iran,crisis,99.0,-8.7,176.4
2026-02-25,Iran,negativity,93.3,-7.9,162.6
2026-02-26,Iran,protest,90.0,-8.1,171.6
2026-02-26,Iran,crisis,99.0,-9.0,185.4
2026-02-26,Iran,negativity,93.9,-8.8,167.3
2026-02-27,Iran,protest,91.6,-8.7,157.0
2026-02-27,Iran,crisis,99.0,-9.5,171.5
2026-02-27,Iran,negativity,96.5,-8.8,174.6
2026-02-28,Iran,protest,89.5,-7.7,159.3
2026-02-28,Iran,crisis,99.0,-8.7,183.4
2026-02-28,Iran,negativity,95.7,-8.7,160.4
2026-03-01,Iran,protest,88.2,-8.0,164.5
2026-03-01,Iran,crisis,98.5,-9.3,177.6
2026-03-01,Iran,negativity,95.2,-9.2,170.1
2026-03-02,Iran,protest,89.5,-7.8,168.6
2026-03-02,Iran,crisis,99.0,-9.3,167.5
2026-03-02,Iran,negativity,93.7,-9.0,173.7
2026-03-03,Iran,protest,91.5,-8.8,168.4
2026-03-03,Iran,crisis,98.5,-8.5,172.6
2026-03-03,Iran,negativity,93.5,-8.1,176.6
2026-03-04,Iran,protest,92.5,-7.9,175.7
2026-03-04,Iran,crisis,97.8,-9.1,163.2
2026-03-04,Iran,negativity,95.0,-8.4,166.1
2026-03-05,Iran,protest,91.3,-8.7,160.8
2026-03-05,Iran,crisis,99.0,-9.5,174.6
2026-03-05,Iran,negativity,96.6,-8.6,175.9
2026-03-06,Iran,protest,92.2,-8.1,167.5
2026-03-06,Iran,crisis,99.0,-8.7,164.5
2026-03-06,Iran,negativity,93.4,-9.1,167.5
2026-03-07,Iran,protest,90.4,-8.4,153.9
2026-03-07,Iran,crisis,99.0,-8.5,164.5
2026-03-07,Iran,negativity,95.1,-8.2,163.2
2026-03-08,Iran,protest,86.1,-8.4,145.0
2026-03-08,Iran,crisis,98.6,-9.4,168.5
2026-03-08,Iran,negativity,92.1,-8.7,163.2
2026-03-09,Iran,protest,88.0,-8.4,160.3
2026-03-09,Iran,crisis,95.2,-8.6,165.4
2026-03-09,Iran,negativity,89.9,-7.5,170.2
2026-03-10,Iran,protest,88.0,-8.1,156.8
2026-03-10,Iran,crisis,97.2,-8.3,179.2
2026-03-10,Iran,negativity,92.7,-8.0,161.4
2026-03-11,Iran,protest,87.1,-7.8,151.8
2026-03-11,Iran,crisis,96.3,-9.0,179.8
2026-03-11,Iran,negativity,94.6,-8.8,170.0
2026-03-12,Iran,protest,89.9,-7.7,157.0
2026-03-12,Iran,crisis,96.6,-8.4,162.3
2026-03-12,Iran,negativity,90.6,-7.9,168.6
2026-03-13,Iran,protest,84.0,-7.7,158.2
2026-03-13,Iran,crisis,96.6,-8.5,175.1
2026-03-13,Iran,negativity,92.2,-8.8,174.9
2026-03-14,Iran,protest,85.9,-7.8,147.6
2026-03-14,Iran,crisis,93.8,-8.8,166.8
2026-03-14,Iran,negativity,87.7,-8.0,165.6
2026-03-15,Iran,protest,79.9,-7.2,153.9
2026-03-15,Iran,crisis,91.8,-7.9,158.3
2026-03-15,Iran,negativity,87.8,-7.7,168.4
2026-03-16,Iran,protest,81.8,-7.4,150.7
2026-03-16,Iran,crisis,89.8,-7.8,159.0
2026-03-16,Iran,negativity,86.7,-8.6,161.3
2026-03-17,Iran,protest,84.7,-7.7,161.8
2026-03-17,Iran,crisis,90.2,-8.1,171.2
2026-03-17,Iran,negativity,87.3,-7.6,160.1
2026-03-18,Iran,protest,83.0,-7.0,141.3
2026-03-18,Iran,crisis,93.2,-8.2,159.6
2026-03-18,Iran,negativity,87.8,-7.8,153.7
2026-03-19,Iran,protest,83.2,-7.3,145.4
2026-03-19,Iran,crisis,91.3,-8.0,163.1
2026-03-19,Iran,negativity,86.1,-8.4,145.5
2026-03-20,Iran,protest,79.7,-6.9,152.6
2026-03-20,Iran,crisis,91.4,-7.7,158.0
2026-03-20,Iran,negativity,86.3,-7.7,154.8
2026-03-21,Iran,protest,78.0,-7.5,146.7
2026-03-21,Iran,crisis,87.5,-8.2,163.6
2026-03-21,Iran,negativity,82.9,-7.1,152.3
2026-03-22,Iran,protest,78.5,-7.6,141.4
2026-03-22,Iran,crisis,87.1,-7.8,154.6
2026-03-22,Iran,negativity,83.9,-7.1,140.9
2026-03-23,Iran,protest,78.7,-7.6,135.6
2026-03-23,Iran,crisis,85.8,-7.3,159.5
2026-03-23,Iran,negativity,83.9,-7.4,151.7
2026-03-24,Iran,protest,78.6,-7.2,140.8
2026-03-24,Iran,crisis,85.9,-7.9,152.7
2026-03-24,Iran,negativity,82.8,-8.2,160.1
2026-03-25,Iran,protest,80.0,-7.0,138.9
2026-03-25,Iran,crisis,88.0,-7.4,167.3
2026-03-25,Iran,negativity,85.2,-7.5,143.4
2026-03-26,Iran,protest,78.2,-7.2,136.4
2026-03-26,Iran,crisis,86.4,-8.2,163.9
2026-03-26,Iran,negativity,82.6,-7.9,155.9
2026-03-27,Iran,protest,77.3,-6.6,132.0
2026-03-27,Iran,crisis,85.6,-8.0,163.7
2026-03-27,Iran,negativity,82.4,-7.6,152.8
2026-03-28,Iran,protest,76.4,-6.6,141.4
2026-03-28,Iran,crisis,83.2,-6.9,146.7
2026-03-28,Iran,negativity,78.9,-6.9,136.7
2026-03-29,Iran,protest,74.7,-6.7,145.2
2026-03-29,Iran,crisis,84.0,-7.3,154.7
2026-03-29,Iran,negativity,80.8,-7.8,142.5
2026-03-30,Iran,protest,74.1,-7.1,143.2
2026-03-30,Iran,crisis,82.9,-7.9,156.9
2026-03-30,Iran,negativity,78.4,-7.4,144.0
2026-03-31,Iran,protest,77.8,-7.5,135.1
2026-03-31,Iran,crisis,83.4,-7.7,157.4
2026-03-31,Iran,negativity,83.2,-6.9,150.1
2026-04-01,Iran,protest,79.8,-7.5,148.4
2026-04-01,Iran,crisis,88.5,-8.4,148.6
2026-04-01,Iran,negativity,84.6,-7.4,152.8
2026-04-02,Iran,protest,76.9,-7.0,135.4
2026-04-02,Iran,crisis,85.4,-7.7,162.6
2026-04-02,Iran,negativity,84.3,-8.3,154.5
2026-04-03,Iran,protest,77.6,-6.9,139.7
2026-04-03,Iran,crisis,84.0,-7.0,157.0
2026-04-03,Iran,negativity,79.8,-7.0,135.0
2026-04-04,Iran,protest,73.5,-6.1,132.5
2026-04-04,Iran,crisis,84.9,-7.9,155.4
2026-04-04,Iran,negativity,80.0,-6.7,145.8
2026-04-05,Iran,protest,72.9,-6.7,135.6
2026-04-05,Iran,crisis,83.3,-7.2,146.4
2026-04-05,Iran,negativity,80.0,-7.9,155.1
2026-04-06,Iran,protest,72.9,-6.8,130.9
2026-04-06,Iran,crisis,84.0,-7.2,152.3
2026-04-06,Iran,negativity,76.7,-6.8,143.0
2026-04-07,Iran,protest,76.6,-7.2,140.6
2026-04-07,Iran,crisis,82.6,-7.8,149.1
2026-04-07,Iran,negativity,79.6,-7.1,150.9
2026-04-08,Iran,protest,77.4,-7.2,135.9
2026-04-08,Iran,crisis,84.4,-7.5,147.8
2026-04-08,Iran,negativity,80.1,-7.7,140.8
2026-04-09,Iran,protest,76.1,-6.8,134.2
2026-04-09,Iran,crisis,85.9,-8.1,144.6
2026-04-09,Iran,negativity,83.6,-7.7,155.1
2026-04-10,Iran,protest,76.6,-6.3,132.0
2026-04-10,Iran,crisis,83.5,-7.3,140.6
2026-04-10,Iran,negativity,82.7,-7.1,150.0
2026-04-11,Iran,protest,76.4,-7.0,133.7
2026-04-11,Iran,crisis,82.1,-7.4,154.4
2026-04-11,Iran,negativity,81.7,-7.1,137.6
2026-04-12,Iran,protest,75.7,-6.8,143.6
2026-04-12,Iran,crisis,82.5,-7.1,138.4
2026-04-12,Iran,negativity,80.2,-6.9,146.8
2025-04-22,Ukraine,protest,75.1,-6.6,141.8
2025-04-22,Ukraine,crisis,79.7,-7.6,144.9
2025-04-22,Ukraine,negativity,75.5,-7.3,130.5
2025-04-23,Ukraine,protest,75.5,-6.9,146.1
2025-04-23,Ukraine,crisis,81.8,-7.6,157.5
2025-04-23,Ukraine,negativity,80.3,-6.7,140.9
2025-04-24,Ukraine,protest,74.2,-6.7,138.2
2025-04-24,Ukraine,crisis,85.7,-7.3,161.1
2025-04-24,Ukraine,negativity,78.0,-6.5,145.2
2025-04-25,Ukraine,protest,74.7,-6.4,141.0
2025-04-25,Ukraine,crisis,83.8,-7.0,152.5
2025-04-25,Ukraine,negativity,81.4,-7.0,142.6
2025-04-26,Ukraine,protest,75.2,-6.7,126.6
2025-04-26,Ukraine,crisis,80.5,-7.0,145.7
2025-04-26,Ukraine,negativity,78.5,-6.9,140.1
2025-04-27,Ukraine,protest,74.8,-7.1,143.9
2025-04-27,Ukraine,crisis,80.4,-7.7,155.4
2025-04-27,Ukraine,negativity,76.9,-7.5,133.1
2025-04-28,Ukraine,protest,71.7,-7.0,132.4
2025-04-28,Ukraine,crisis,81.8,-6.8,138.1
2025-04-28,Ukraine,negativity,76.2,-7.3,146.8
2025-04-29,Ukraine,protest,74.7,-6.8,134.1
2025-04-29,Ukraine,crisis,84.3,-7.5,145.4
2025-04-29,Ukraine,negativity,81.6,-7.8,153.2
2025-04-30,Ukraine,protest,76.1,-6.4,148.9
2025-04-30,Ukraine,crisis,84.5,-7.9,152.0
2025-04-30,Ukraine,negativity,83.3,-7.5,143.2
2025-05-01,Ukraine,protest,77.8,-6.5,142.3
2025-05-01,Ukraine,crisis,84.4,-7.0,141.5
2025-05-01,Ukraine,negativity,79.7,-7.7,151.8
2025-05-02,Ukraine,protest,77.9,-7.7,150.2
2025-05-02,Ukraine,crisis,83.1,-7.1,141.4
2025-05-02,Ukraine,negativity,79.4,-6.5,154.2
2025-05-03,Ukraine,protest,76.7,-6.4,132.9
2025-05-03,Ukraine,crisis,83.3,-7.0,153.3
2025-05-03,Ukraine,negativity,81.0,-7.4,154.8
2025-05-04,Ukraine,protest,75.7,-6.8,145.8
2025-05-04,Ukraine,crisis,84.9,-7.1,149.2
2025-05-04,Ukraine,negativity,78.4,-7.5,148.6
2025-05-05,Ukraine,protest,74.6,-7.2,140.3
2025-05-05,Ukraine,crisis,85.2,-7.7,161.5
2025-05-05,Ukraine,negativity,79.0,-7.3,144.5
2025-05-06,Ukraine,protest,76.8,-7.5,134.6
2025-05-06,Ukraine,crisis,83.8,-8.1,158.8
2025-05-06,Ukraine,negativity,80.4,-7.5,143.9
2025-05-07,Ukraine,protest,79.5,-7.4,137.0
2025-05-07,Ukraine,crisis,89.0,-8.8,149.1
2025-05-07,Ukraine,negativity,81.8,-7.9,144.4
2025-05-08,Ukraine,protest,79.7,-7.7,135.6
2025-05-08,Ukraine,crisis,87.9,-8.5,149.1
2025-05-08,Ukraine,negativity,83.1,-8.2,148.6
2025-05-09,Ukraine,protest,77.0,-6.5,145.6
2025-05-09,Ukraine,crisis,86.5,-8.3,157.9
2025-05-09,Ukraine,negativity,81.1,-7.7,146.8
2025-05-10,Ukraine,protest,74.1,-7.1,138.8
2025-05-10,Ukraine,crisis,84.0,-7.8,143.6
2025-05-10,Ukraine,negativity,81.1,-7.9,147.2
2025-05-11,Ukraine,protest,74.5,-6.4,128.1
2025-05-11,Ukraine,crisis,82.6,-7.3,146.5
2025-05-11,Ukraine,negativity,80.4,-7.3,156.1
2025-05-12,Ukraine,protest,73.4,-6.7,130.8
2025-05-12,Ukraine,crisis,85.2,-8.1,154.6
2025-05-12,Ukraine,negativity,78.7,-6.6,150.5
2025-05-13,Ukraine,protest,78.7,-7.2,135.6
2025-05-13,Ukraine,crisis,85.8,-8.3,144.9
2025-05-13,Ukraine,negativity,82.7,-7.1,159.2
2025-05-14,Ukraine,protest,77.6,-7.6,134.3
2025-05-14,Ukraine,crisis,89.3,-7.9,165.5
2025-05-14,Ukraine,negativity,84.7,-8.0,159.4
2025-05-15,Ukraine,protest,77.6,-7.4,144.1
2025-05-15,Ukraine,crisis,89.6,-8.8,166.9
2025-05-15,Ukraine,negativity,83.1,-6.9,142.4
2025-05-16,Ukraine,protest,80.0,-6.7,137.6
2025-05-16,Ukraine,crisis,86.7,-7.7,164.0
2025-05-16,Ukraine,negativity,82.7,-7.3,148.8
2025-05-17,Ukraine,protest,75.8,-6.7,135.7
2025-05-17,Ukraine,crisis,85.5,-7.9,156.7
2025-05-17,Ukraine,negativity,82.6,-7.9,154.4
2025-05-18,Ukraine,protest,76.3,-7.0,130.4
2025-05-18,Ukraine,crisis,85.6,-8.0,160.1
2025-05-18,Ukraine,negativity,77.2,-7.0,135.2
2025-05-19,Ukraine,protest,77.9,-6.7,139.8
2025-05-19,Ukraine,crisis,83.7,-7.6,161.1
2025-05-19,Ukraine,negativity,81.8,-7.4,146.2
2025-05-20,Ukraine,protest,76.1,-7.1,131.2
2025-05-20,Ukraine,crisis,86.1,-8.0,148.3
2025-05-20,Ukraine,negativity,79.3,-7.0,136.7
2025-05-21,Ukraine,protest,78.0,-7.0,140.4
2025-05-21,Ukraine,crisis,84.7,-7.0,143.7
2025-05-21,Ukraine,negativity,82.4,-7.8,155.1
2025-05-22,Ukraine,protest,76.7,-7.3,133.7
2025-05-22,Ukraine,crisis,88.7,-8.3,155.1
2025-05-22,Ukraine,negativity,80.6,-7.7,152.2
2025-05-23,Ukraine,protest,78.2,-6.7,142.3
2025-05-23,Ukraine,crisis,88.1,-7.4,166.7
2025-05-23,Ukraine,negativity,81.9,-7.6,156.8
2025-05-24,Ukraine,protest,73.4,-6.3,136.1
