score_id,country,date,cluster,subcluster,score_name,score_value
Iran-2025-05-14-escalation-peak_subscore,Iran,2025-05-14,escalation,all,peak_subscore,94.1
Iran-2025-05-14-escalation-intensity_subscore,Iran,2025-05-14,escalation,all,intensity_subscore,85.95
Iran-2025-05-14-tension-protest_subscore,Iran,2025-05-14,tension,na,protest_subscore,84.5
Iran-2025-05-14-tension-crisis_subscore,Iran,2025-05-14,tension,na,crisis_subscore,93.9
Iran-2025-05-14-tension-negativity_subscore,Iran,2025-05-14,tension,na,negativity_subscore,86.4
Iran-2025-05-15-escalation-internal_dynamics_subscore,Iran,2025-05-15,escalation,internal,internal_dynamics_subscore,78.76666666666667
Iran-2025-05-15-escalation-external_dynamics_subscore,Iran,2025-05-15,escalation,external,external_dynamics_subscore,90.86666666666666
Iran-2025-05-15-escalation-peak_subscore,Iran,2025-05-15,escalation,all,peak_subscore,91.0
Iran-2025-05-15-escalation-intensity_subscore,Iran,2025-05-15,escalation,all,intensity_subscore,84.81666666666666
Iran-2025-05-15-tension-protest_subscore,Iran,2025-05-15,tension,na,protest_subscore,84.5
Iran-2025-05-15-tension-crisis_subscore,Iran,2025-05-15,tension,na,crisis_subscore,95.7
Iran-2025-05-15-tension-negativity_subscore,Iran,2025-05-15,tension,na,negativity_subscore,91.0
Iran-2025-05-16-escalation-internal_dynamics_subscore,Iran,2025-05-16,escalation,internal,internal_dynamics_subscore,76.2
Iran-2025-05-16-escalation-external_dynamics_subscore,Iran,2025-05-16,escalation,external,external_dynamics_subscore,91.7
Iran-2025-05-16-escalation-peak_subscore,Iran,2025-05-16,escalation,all,peak_subscore,94.3
Iran-2025-05-16-escalation-intensity_subscore,Iran,2025-05-16,escalation,all,intensity_subscore,83.95
Iran-2025-05-16-tension-protest_subscore,Iran,2025-05-16,tension,na,protest_subscore,86.0
Iran-2025-05-16-tension-crisis_subscore,Iran,2025-05-16,tension,na,crisis_subscore,92.7
Iran-2025-05-16-tension-negativity_subscore,Iran,2025-05-16,tension,na,negativity_subscore,88.0
Iran-2025-05-17-escalation-internal_dynamics_subscore,Iran,2025-05-17,escalation,internal,internal_dynamics_subscore,75.43333333333334
Iran-2025-05-17-escalation-external_dynamics_subscore,Iran,2025-05-17,escalation,external,external_dynamics_subscore,90.3
Iran-2025-05-17-escalation-peak_subscore,Iran,2025-05-17,escalation,all,peak_subscore,92.0
Iran-2025-05-17-escalation-intensity_subscore,Iran,2025-05-17,escalation,all,intensity_subscore,82.86666666666667
Iran-2025-05-17-tension-protest_subscore,Iran,2025-05-17,tension,na,protest_subscore,81.0
Iran-2025-05-17-tension-crisis_subscore,Iran,2025-05-17,tension,na,crisis_subscore,89.6
Iran-2025-05-17-tension-negativity_subscore,Iran,2025-05-17,tension,na,negativity_subscore,84.3
Iran-2025-05-18-escalation-internal_dynamics_subscore,Iran,2025-05-18,escalation,internal,internal_dynamics_subscore,74.86666666666667
Iran-2025-05-18-escalation-external_dynamics_subscore,Iran,2025-05-18,escalation,external,external_dynamics_subscore,91.1
Iran-2025-05-18-escalation-peak_subscore,Iran,2025-05-18,escalation,all,peak_subscore,92.1
Iran-2025-05-18-escalation-intensity_subscore,Iran,2025-05-18,escalation,all,intensity_subscore,82.98333333333333
Iran-2025-05-18-tension-protest_subscore,Iran,2025-05-18,tension,na,protest_subscore,82.0
Iran-2025-05-18-tension-crisis_subscore,Iran,2025-05-18,tension,na,crisis_subscore,88.7
Iran-2025-05-18-tension-negativity_subscore,Iran,2025-05-18,tension,na,negativity_subscore,83.8
Iran-2025-05-19-escalation-internal_dynamics_subscore,Iran,2025-05-19,escalation,internal,internal_dynamics_subscore,76.10000000000001
Iran-2025-05-19-escalation-external_dynamics_subscore,Iran,2025-05-19,escalation,external,external_dynamics_subscore,88.8
Iran-2025-05-19-escalation-peak_subscore,Iran,2025-05-19,escalation,all,peak_subscore,89.3
Iran-2025-05-19-escalation-intensity_subscore,Iran,2025-05-19,escalation,all,intensity_subscore,82.45
Iran-2025-05-19-tension-protest_subscore,Iran,2025-05-19,tension,na,protest_subscore,82.1
Iran-2025-05-19-tension-crisis_subscore,Iran,2025-05-19,tension,na,crisis_subscore,88.5
Iran-2025-05-19-tension-negativity_subscore,Iran,2025-05-19,tension,na,negativity_subscore,83.8
Iran-2025-05-20-escalation-internal_dynamics_subscore,Iran,2025-05-20,escalation,internal,internal_dynamics_subscore,76.86666666666667
Iran-2025-05-20-escalation-external_dynamics_subscore,Iran,2025-05-20,escalation,external,external_dynamics_subscore,90.73333333333333
Iran-2025-05-20-escalation-peak_subscore,Iran,2025-05-20,escalation,all,peak_subscore,92.3
Iran-2025-05-20-escalation-intensity_subscore,Iran,2025-05-20,escalation,all,intensity_subscore,83.80000000000001
Iran-2025-05-20-tension-protest_subscore,Iran,2025-05-20,tension,na,protest_subscore,82.7
Iran-2025-05-20-tension-crisis_subscore,Iran,2025-05-20,tension,na,crisis_subscore,92.4
Iran-2025-05-20-tension-negativity_subscore,Iran,2025-05-20,tension,na,negativity_subscore,86.2
Iran-2025-05-21-escalation-internal_dynamics_subscore,Iran,2025-05-21,escalation,internal,internal_dynamics_subscore,77.1
Iran-2025-05-21-escalation-external_dynamics_subscore,Iran,2025-05-21,escalation,external,external_dynamics_subscore,91.26666666666667
Iran-2025-05-21-escalation-peak_subscore,Iran,2025-05-21,escalation,all,peak_subscore,94.4
Iran-2025-05-21-escalation-intensity_subscore,Iran,2025-05-21,escalation,all,intensity_subscore,84.18333333333334
Iran-2025-05-21-tension-protest_subscore,Iran,2025-05-21,tension,na,protest_subscore,85.5
Iran-2025-05-21-tension-crisis_subscore,Iran,2025-05-21,tension,na,crisis_subscore,91.0
Iran-2025-05-21-tension-negativity_subscore,Iran,2025-05-21,tension,na,negativity_subscore,90.4
Iran-2025-05-22-escalation-internal_dynamics_subscore,Iran,2025-05-22,escalation,internal,internal_dynamics_subscore,77.33333333333333
Iran-2025-05-22-escalation-external_dynamics_subscore,Iran,2025-05-22,escalation,external,external_dynamics_subscore,92.4
Iran-2025-05-22-escalation-peak_subscore,Iran,2025-05-22,escalation,all,peak_subscore,94.2
Iran-2025-05-22-escalation-intensity_subscore,Iran,2025-05-22,escalation,all,intensity_subscore,84.86666666666667
Iran-2025-05-22-tension-protest_subscore,Iran,2025-05-22,tension,na,protest_subscore,82.9
Iran-2025-05-22-tension-crisis_subscore,Iran,2025-05-22,tension,na,crisis_subscore,91.8
Iran-2025-05-22-tension-negativity_subscore,Iran,2025-05-22,tension,na,negativity_subscore,86.4
Iran-2025-05-23-escalation-internal_dynamics_subscore,Iran,2025-05-23,escalation,internal,internal_dynamics_subscore,75.73333333333333
Iran-2025-05-23-escalation-external_dynamics_subscore,Iran,2025-05-23,escalation,external,external_dynamics_subscore,91.53333333333333
Iran-2025-05-23-escalation-peak_subscore,Iran,2025-05-23,escalation,all,peak_subscore,92.9
Iran-2025-05-23-escalation-intensity_subscore,Iran,2025-05-23,escalation,all,intensity_subscore,83.63333333333333
Iran-2025-05-23-tension-protest_subscore,Iran,2025-05-23,tension,na,protest_subscore,85.2
Iran-2025-05-23-tension-crisis_subscore,Iran,2025-05-23,tension,na,crisis_subscore,93.7
Iran-2025-05-23-tension-negativity_subscore,Iran,2025-05-23,tension,na,negativity_subscore,89.5
Iran-2025-05-24-escalation-internal_dynamics_subscore,Iran,2025-05-24,escalation,internal,internal_dynamics_subscore,75.06666666666666
Iran-2025-05-24-escalation-external_dynamics_subscore,Iran,2025-05-24,escalation,external,external_dynamics_subscore,90.9
Iran-2025-05-24-escalation-peak_subscore,Iran,2025-05-24,escalation,all,peak_subscore,93.2
Iran-2025-05-24-escalation-intensity_subscore,Iran,2025-05-24,escalation,all,intensity_subscore,82.98333333333333
Iran-2025-05-24-tension-protest_subscore,Iran,2025-05-24,tension,na,protest_subscore,82.8
Iran-2025-05-24-tension-crisis_subscore,Iran,2025-05-24,tension,na,crisis_subscore,89.9
Iran-2025-05-24-tension-negativity_subscore,Iran,2025-05-24,tension,na,negativity_subscore,84.0
Iran-2025-05-25-escalation-internal_dynamics_subscore,Iran,2025-05-25,escalation,internal,internal_dynamics_subscore,75.86666666666667
Iran-2025-05-25-escalation-external_dynamics_subscore,Iran,2025-05-25,escalation,external,external_dynamics_subscore,90.93333333333334
Iran-2025-05-25-escalation-peak_subscore,Iran,2025-05-25,escalation,all,peak_subscore,91.8
Iran-2025-05-25-escalation-intensity_subscore,Iran,2025-05-25,escalation,all,intensity_subscore,83.4
Iran-2025-05-25-tension-protest_subscore,Iran,2025-05-25,tension,na,protest_subscore,81.3
Iran-2025-05-25-tension-crisis_subscore,Iran,2025-05-25,tension,na,crisis_subscore,86.8
Iran-2025-05-25-tension-negativity_subscore,Iran,2025-05-25,tension,na,negativity_subscore,85.1
Iran-2025-05-26-escalation-internal_dynamics_subscore,Iran,2025-05-26,escalation,internal,internal_dynamics_subscore,72.16666666666667
Iran-2025-05-26-escalation-external_dynamics_subscore,Iran,2025-05-26,escalation,external,external_dynamics_subscore,88.0
Iran-2025-05-26-escalation-peak_subscore,Iran,2025-05-26,escalation,all,peak_subscore,89.3
Iran-2025-05-26-escalation-intensity_subscore,Iran,2025-05-26,escalation,all,intensity_subscore,80.08333333333334
Iran-2025-05-26-tension-protest_subscore,Iran,2025-05-26,tension,na,protest_subscore,79.2
Iran-2025-05-26-tension-crisis_subscore,Iran,2025-05-26,tension,na,crisis_subscore,91.0
Iran-2025-05-26-tension-negativity_subscore,Iran,2025-05-26,tension,na,negativity_subscore,83.9
Iran-2025-05-27-escalation-internal_dynamics_subscore,Iran,2025-05-27,escalation,internal,internal_dynamics_subscore,74.5
Iran-2025-05-27-escalation-external_dynamics_subscore,Iran,2025-05-27,escalation,external,external_dynamics_subscore,90.73333333333333
Iran-2025-05-27-escalation-peak_subscore,Iran,2025-05-27,escalation,all,peak_subscore,91.5
Iran-2025-05-27-escalation-intensity_subscore,Iran,2025-05-27,escalation,all,intensity_subscore,82.61666666666667
Iran-2025-05-27-tension-protest_subscore,Iran,2025-05-27,tension,na,protest_subscore,83.3
Iran-2025-05-27-tension-crisis_subscore,Iran,2025-05-27,tension,na,crisis_subscore,90.6
Iran-2025-05-27-tension-negativity_subscore,Iran,2025-05-27,tension,na,negativity_subscore,87.7
Iran-2025-05-28-escalation-internal_dynamics_subscore,Iran,2025-05-28,escalation,internal,internal_dynamics_subscore,77.26666666666667
Iran-2025-05-28-escalation-external_dynamics_subscore,Iran,2025-05-28,escalation,external,external_dynamics_subscore,92.46666666666667
Iran-2025-05-28-escalation-peak_subscore,Iran,2025-05-28,escalation,all,peak_subscore,93.2
Iran-2025-05-28-escalation-intensity_subscore,Iran,2025-05-28,escalation,all,intensity_subscore,84.86666666666667
Iran-2025-05-28-tension-protest_subscore,Iran,2025-05-28,tension,na,protest_subscore,81.4
Iran-2025-05-28-tension-crisis_subscore,Iran,2025-05-28,tension,na,crisis_subscore,93.4
Iran-2025-05-28-tension-negativity_subscore,Iran,2025-05-28,tension,na,negativity_subscore,87.6
Iran-2025-05-29-escalation-internal_dynamics_subscore,Iran,2025-05-29,escalation,internal,internal_dynamics_subscore,76.23333333333333
Iran-2025-05-29-escalation-external_dynamics_subscore,Iran,2025-05-29,escalation,external,external_dynamics_subscore,90.26666666666667
Iran-2025-05-29-escalation-peak_subscore,Iran,2025-05-29,escalation,all,peak_subscore,91.5
Iran-2025-05-29-escalation-intensity_subscore,Iran,2025-05-29,escalation,all,intensity_subscore,83.25
Iran-2025-05-29-tension-protest_subscore,Iran,2025-05-29,tension,na,protest_subscore,81.1
Iran-2025-05-29-tension-crisis_subscore,Iran,2025-05-29,tension,na,crisis_subscore,92.5
Iran-2025-05-29-tension-negativity_subscore,Iran,2025-05-29,tension,na,negativity_subscore,87.9
Iran-2025-05-30-escalation-internal_dynamics_subscore,Iran,2025-05-30,escalation,internal,internal_dynamics_subscore,77.63333333333333
Iran-2025-05-30-escalation-external_dynamics_subscore,Iran,2025-05-30,escalation,external,external_dynamics_subscore,89.66666666666667
Iran-2025-05-30-escalation-peak_subscore,Iran,2025-05-30,escalation,all,peak_subscore,92.0
Iran-2025-05-30-escalation-intensity_subscore,Iran,2025-05-30,escalation,all,intensity_subscore,83.65
Iran-2025-05-30-tension-protest_subscore,Iran,2025-05-30,tension,na,protest_subscore,81.7
Iran-2025-05-30-tension-crisis_subscore,Iran,2025-05-30,tension,na,crisis_subscore,88.4
Iran-2025-05-30-tension-negativity_subscore,Iran,2025-05-30,tension,na,negativity_subscore,86.4
Iran-2025-05-31-escalation-internal_dynamics_subscore,Iran,2025-05-31,escalation,internal,internal_dynamics_subscore,74.73333333333333
Iran-2025-05-31-escalation-external_dynamics_subscore,Iran,2025-05-31,escalation,external,external_dynamics_subscore,90.2
Iran-2025-05-31-escalation-peak_subscore,Iran,2025-05-31,escalation,all,peak_subscore,92.5
Iran-2025-05-31-escalation-intensity_subscore,Iran,2025-05-31,escalation,all,intensity_subscore,82.46666666666667
Iran-2025-05-31-tension-protest_subscore,Iran,2025-05-31,tension,na,protest_subscore,77.8
Iran-2025-05-31-tension-crisis_subscore,Iran,2025-05-31,tension,na,crisis_subscore,88.4
Iran-2025-05-31-tension-negativity_subscore,Iran,2025-05-31,tension,na,negativity_subscore,85.9
Iran-2025-06-01-escalation-internal_dynamics_subscore,Iran,2025-06-01,escalation,internal,internal_dynamics_subscore,73.73333333333333
Iran-2025-06-01-escalation-external_dynamics_subscore,Iran,2025-06-01,escalation,external,external_dynamics_subscore,90.3
Iran-2025-06-01-escalation-peak_subscore,Iran,2025-06-01,escalation,all,peak_subscore,91.9
Iran-2025-06-01-escalation-intensity_subscore,Iran,2025-06-01,escalation,all,intensity_subscore,82.01666666666667
Iran-2025-06-01-tension-protest_subscore,Iran,2025-06-01,tension,na,protest_subscore,77.5
Iran-2025-06-01-tension-crisis_subscore,Iran,2025-06-01,tension,na,crisis_subscore,87.5
Iran-2025-06-01-tension-negativity_subscore,Iran,2025-06-01,tension,na,negativity_subscore,83.4
Iran-2025-06-02-escalation-internal_dynamics_subscore,Iran,2025-06-02,escalation,internal,internal_dynamics_subscore,73.26666666666667
Iran-2025-06-02-escalation-external_dynamics_subscore,Iran,2025-06-02,escalation,external,external_dynamics_subscore,87.9
Iran-2025-06-02-escalation-peak_subscore,Iran,2025-06-02,escalation,all,peak_subscore,88.4
Iran-2025-06-02-escalation-intensity_subscore,Iran,2025-06-02,escalation,all,intensity_subscore,80.58333333333334
Iran-2025-06-02-tension-protest_subscore,Iran,2025-06-02,tension,na,protest_subscore,78.4
Iran-2025-06-02-tension-crisis_subscore,Iran,2025-06-02,tension,na,crisis_subscore,89.5
Iran-2025-06-02-tension-negativity_subscore,Iran,2025-06-02,tension,na,negativity_subscore,82.4
Iran-2025-06-03-escalation-internal_dynamics_subscore,Iran,2025-06-03,escalation,internal,internal_dynamics_subscore,73.66666666666667
Iran-2025-06-03-escalation-external_dynamics_subscore,Iran,2025-06-03,escalation,external,external_dynamics_subscore,88.60000000000001
Iran-2025-06-03-escalation-peak_subscore,Iran,2025-06-03,escalation,all,peak_subscore,90.4
Iran-2025-06-03-escalation-intensity_subscore,Iran,2025-06-03,escalation,all,intensity_subscore,81.13333333333334
Iran-2025-06-03-tension-protest_subscore,Iran,2025-06-03,tension,na,protest_subscore,78.5
Iran-2025-06-03-tension-crisis_subscore,Iran,2025-06-03,tension,na,crisis_subscore,89.5
Iran-2025-06-03-tension-negativity_subscore,Iran,2025-06-03,tension,na,negativity_subscore,83.9
Iran-2025-06-04-escalation-internal_dynamics_subscore,Iran,2025-06-04,escalation,internal,internal_dynamics_subscore,75.56666666666668
Iran-2025-06-04-escalation-external_dynamics_subscore,Iran,2025-06-04,escalation,external,external_dynamics_subscore,91.16666666666667
Iran-2025-06-04-escalation-peak_subscore,Iran,2025-06-04,escalation,all,peak_subscore,93.3
Iran-2025-06-04-escalation-intensity_subscore,Iran,2025-06-04,escalation,all,intensity_subscore,83.36666666666667
Iran-2025-06-04-tension-protest_subscore,Iran,2025-06-04,tension,na,protest_subscore,79.6
Iran-2025-06-04-tension-crisis_subscore,Iran,2025-06-04,tension,na,crisis_subscore,89.7
Iran-2025-06-04-tension-negativity_subscore,Iran,2025-06-04,tension,na,negativity_subscore,83.9
Iran-2025-06-05-escalation-internal_dynamics_subscore,Iran,2025-06-05,escalation,internal,internal_dynamics_subscore,75.6
Iran-2025-06-05-escalation-external_dynamics_subscore,Iran,2025-06-05,escalation,external,external_dynamics_subscore,92.2
Iran-2025-06-05-escalation-peak_subscore,Iran,2025-06-05,escalation,all,peak_subscore,93.4
Iran-2025-06-05-escalation-intensity_subscore,Iran,2025-06-05,escalation,all,intensity_subscore,83.9
Iran-2025-06-05-tension-protest_subscore,Iran,2025-06-05,tension,na,protest_subscore,81.0
Iran-2025-06-05-tension-crisis_subscore,Iran,2025-06-05,tension,na,crisis_subscore,92.0
Iran-2025-06-05-tension-negativity_subscore,Iran,2025-06-05,tension,na,negativity_subscore,84.9
Iran-2025-06-06-escalation-internal_dynamics_subscore,Iran,2025-06-06,escalation,internal,internal_dynamics_subscore,74.86666666666667
Iran-2025-06-06-escalation-external_dynamics_subscore,Iran,2025-06-06,escalation,external,external_dynamics_subscore,90.96666666666667
Iran-2025-06-06-escalation-peak_subscore,Iran,2025-06-06,escalation,all,peak_subscore,91.7
Iran-2025-06-06-escalation-intensity_subscore,Iran,2025-06-06,escalation,all,intensity_subscore,82.91666666666667
Iran-2025-06-06-tension-protest_subscore,Iran,2025-06-06,tension,na,protest_subscore,80.9
Iran-2025-06-06-tension-crisis_subscore,Iran,2025-06-06,tension,na,crisis_subscore,89.2
Iran-2025-06-06-tension-negativity_subscore,Iran,2025-06-06,tension,na,negativity_subscore,83.6
Iran-2025-06-07-escalation-internal_dynamics_subscore,Iran,2025-06-07,escalation,internal,internal_dynamics_subscore,71.56666666666666
Iran-2025-06-07-escalation-external_dynamics_subscore,Iran,2025-06-07,escalation,external,external_dynamics_subscore,88.63333333333334
Iran-2025-06-07-escalation-peak_subscore,Iran,2025-06-07,escalation,all,peak_subscore,91.2
Iran-2025-06-07-escalation-intensity_subscore,Iran,2025-06-07,escalation,all,intensity_subscore,80.1
Iran-2025-06-07-tension-protest_subscore,Iran,2025-06-07,tension,na,protest_subscore,78.5
Iran-2025-06-07-tension-crisis_subscore,Iran,2025-06-07,tension,na,crisis_subscore,86.1
Iran-2025-06-07-tension-negativity_subscore,Iran,2025-06-07,tension,na,negativity_subscore,81.3
Iran-2025-06-08-escalation-internal_dynamics_subscore,Iran,2025-06-08,escalation,internal,internal_dynamics_subscore,69.53333333333333
Iran-2025-06-08-escalation-external_dynamics_subscore,Iran,2025-06-08,escalation,external,external_dynamics_subscore,88.23333333333333
Iran-2025-06-08-escalation-peak_subscore,Iran,2025-06-08,escalation,all,peak_subscore,91.8
Iran-2025-06-08-escalation-intensity_subscore,Iran,2025-06-08,escalation,all,intensity_subscore,78.88333333333333
Iran-2025-06-08-tension-protest_subscore,Iran,2025-06-08,tension,na,protest_subscore,75.6
Iran-2025-06-08-tension-crisis_subscore,Iran,2025-06-08,tension,na,crisis_subscore,85.3
Iran-2025-06-08-tension-negativity_subscore,Iran,2025-06-08,tension,na,negativity_subscore,82.2
Iran-2025-06-09-escalation-internal_dynamics_subscore,Iran,2025-06-09,escalation,internal,internal_dynamics_subscore,71.4
Iran-2025-06-09-escalation-external_dynamics_subscore,Iran,2025-06-09,escalation,external,external_dynamics_subscore,89.76666666666667
Iran-2025-06-09-escalation-peak_subscore,Iran,2025-06-09,escalation,all,peak_subscore,92.0
Iran-2025-06-09-escalation-intensity_subscore,Iran,2025-06-09,escalation,all,intensity_subscore,80.58333333333334
Iran-2025-06-09-tension-protest_subscore,Iran,2025-06-09,tension,na,protest_subscore,75.1
Iran-2025-06-09-tension-crisis_subscore,Iran,2025-06-09,tension,na,crisis_subscore,86.1
Iran-2025-06-09-tension-negativity_subscore,Iran,2025-06-09,tension,na,negativity_subscore,79.6
Iran-2025-06-10-escalation-internal_dynamics_subscore,Iran,2025-06-10,escalation,internal,internal_dynamics_subscore,72.13333333333333
Iran-2025-06-10-escalation-external_dynamics_subscore,Iran,2025-06-10,escalation,external,external_dynamics_subscore,88.83333333333333
Iran-2025-06-10-escalation-peak_subscore,Iran,2025-06-10,escalation,all,peak_subscore,90.3
Iran-2025-06-10-escalation-intensity_subscore,Iran,2025-06-10,escalation,all,intensity_subscore,80.48333333333332
Iran-2025-06-10-tension-protest_subscore,Iran,2025-06-10,tension,na,protest_subscore,76.9
Iran-2025-06-10-tension-crisis_subscore,Iran,2025-06-10,tension,na,crisis_subscore,86.1
Iran-2025-06-10-tension-negativity_subscore,Iran,2025-06-10,tension,na,negativity_subscore,82.5
Iran-2025-06-11-escalation-internal_dynamics_subscore,Iran,2025-06-11,escalation,internal,internal_dynamics_subscore,73.63333333333333
Iran-2025-06-11-escalation-external_dynamics_subscore,Iran,2025-06-11,escalation,external,external_dynamics_subscore,89.86666666666667
Iran-2025-06-11-escalation-peak_subscore,Iran,2025-06-11,escalation,all,peak_subscore,90.9
Iran-2025-06-11-escalation-intensity_subscore,Iran,2025-06-11,escalation,all,intensity_subscore,81.75
Iran-2025-06-11-tension-protest_subscore,Iran,2025-06-11,tension,na,protest_subscore,81.9
Iran-2025-06-11-tension-crisis_subscore,Iran,2025-06-11,tension,na,crisis_subscore,87.6
Iran-2025-06-11-tension-negativity_subscore,Iran,2025-06-11,tension,na,negativity_subscore,84.0
Iran-2025-06-12-escalation-internal_dynamics_subscore,Iran,2025-06-12,escalation,internal,internal_dynamics_subscore,73.26666666666667
Iran-2025-06-12-escalation-external_dynamics_subscore,Iran,2025-06-12,escalation,external,external_dynamics_subscore,90.93333333333332
Iran-2025-06-12-escalation-peak_subscore,Iran,2025-06-12,escalation,all,peak_subscore,91.1
Iran-2025-06-12-escalation-intensity_subscore,Iran,2025-06-12,escalation,all,intensity_subscore,82.1
Iran-2025-06-12-tension-protest_subscore,Iran,2025-06-12,tension,na,protest_subscore,81.4
Iran-2025-06-12-tension-crisis_subscore,Iran,2025-06-12,tension,na,crisis_subscore,89.4
Iran-2025-06-12-tension-negativity_subscore,Iran,2025-06-12,tension,na,negativity_subscore,81.7
Iran-2025-06-13-escalation-internal_dynamics_subscore,Iran,2025-06-13,escalation,internal,internal_dynamics_subscore,73.03333333333333
Iran-2025-06-13-escalation-external_dynamics_subscore,Iran,2025-06-13,escalation,external,external_dynamics_subscore,88.10000000000001
Iran-2025-06-13-escalation-peak_subscore,Iran,2025-06-13,escalation,all,peak_subscore,90.9
Iran-2025-06-13-escalation-intensity_subscore,Iran,2025-06-13,escalation,all,intensity_subscore,80.56666666666666
Iran-2025-06-13-tension-protest_subscore,Iran,2025-06-13,tension,na,protest_subscore,78.9
Iran-2025-06-13-tension-crisis_subscore,Iran,2025-06-13,tension,na,crisis_subscore,87.5
Iran-2025-06-13-tension-negativity_subscore,Iran,2025-06-13,tension,na,negativity_subscore,83.3
Iran-2025-06-14-escalation-internal_dynamics_subscore,Iran,2025-06-14,escalation,internal,internal_dynamics_subscore,71.33333333333333
Iran-2025-06-14-escalation-external_dynamics_subscore,Iran,2025-06-14,escalation,external,external_dynamics_subscore,90.2
Iran-2025-06-14-escalation-peak_subscore,Iran,2025-06-14,escalation,all,peak_subscore,92.1
Iran-2025-06-14-escalation-intensity_subscore,Iran,2025-06-14,escalation,all,intensity_subscore,80.76666666666667
Iran-2025-06-14-tension-protest_subscore,Iran,2025-06-14,tension,na,protest_subscore,77.2
Iran-2025-06-14-tension-crisis_subscore,Iran,2025-06-14,tension,na,crisis_subscore,86.1
Iran-2025-06-14-tension-negativity_subscore,Iran,2025-06-14,tension,na,negativity_subscore,83.1
Iran-2025-06-15-escalation-internal_dynamics_subscore,Iran,2025-06-15,escalation,internal,internal_dynamics_subscore,69.43333333333334
Iran-2025-06-15-escalation-external_dynamics_subscore,Iran,2025-06-15,escalation,external,external_dynamics_subscore,87.46666666666667
Iran-2025-06-15-escalation-peak_subscore,Iran,2025-06-15,escalation,all,peak_subscore,89.2
Iran-2025-06-15-escalation-intensity_subscore,Iran,2025-06-15,escalation,all,intensity_subscore,78.45
Iran-2025-06-15-tension-protest_subscore,Iran,2025-06-15,tension,na,protest_subscore,74.1
Iran-2025-06-15-tension-crisis_subscore,Iran,2025-06-15,tension,na,crisis_subscore,85.1
Iran-2025-06-15-tension-negativity_subscore,Iran,2025-06-15,tension,na,negativity_subscore,81.4
Iran-2025-06-16-escalation-internal_dynamics_subscore,Iran,2025-06-16,escalation,internal,internal_dynamics_subscore,70.23333333333333
Iran-2025-06-16-escalation-external_dynamics_subscore,Iran,2025-06-16,escalation,external,external_dynamics_subscore,87.7
Iran-2025-06-16-escalation-peak_subscore,Iran,2025-06-16,escalation,all,peak_subscore,88.6
Iran-2025-06-16-escalation-intensity_subscore,Iran,2025-06-16,escalation,all,intensity_subscore,78.96666666666667
Iran-2025-06-16-tension-protest_subscore,Iran,2025-06-16,tension,na,protest_subscore,74.3
Iran-2025-06-16-tension-crisis_subscore,Iran,2025-06-16,tension,na,crisis_subscore,83.0
Iran-2025-06-16-tension-negativity_subscore,Iran,2025-06-16,tension,na,negativity_subscore,78.5
Iran-2025-06-17-escalation-internal_dynamics_subscore,Iran,2025-06-17,escalation,internal,internal_dynamics_subscore,70.5
Iran-2025-06-17-escalation-external_dynamics_subscore,Iran,2025-06-17,escalation,external,external_dynamics_subscore,90.5
Iran-2025-06-17-escalation-peak_subscore,Iran,2025-06-17,escalation,all,peak_subscore,91.7
Iran-2025-06-17-escalation-intensity_subscore,Iran,2025-06-17,escalation,all,intensity_subscore,80.5
Iran-2025-06-17-tension-protest_subscore,Iran,2025-06-17,tension,na,protest_subscore,75.9
Iran-2025-06-17-tension-crisis_subscore,Iran,2025-06-17,tension,na,crisis_subscore,84.2
Iran-2025-06-17-tension-negativity_subscore,Iran,2025-06-17,tension,na,negativity_subscore,81.9
Iran-2025-06-18-escalation-internal_dynamics_subscore,Iran,2025-06-18,escalation,internal,internal_dynamics_subscore,71.73333333333333
Iran-2025-06-18-escalation-external_dynamics_subscore,Iran,2025-06-18,escalation,external,external_dynamics_subscore,87.13333333333334
Iran-2025-06-18-escalation-peak_subscore,Iran,2025-06-18,escalation,all,peak_subscore,87.9
Iran-2025-06-18-escalation-intensity_subscore,Iran,2025-06-18,escalation,all,intensity_subscore,79.43333333333334
Iran-2025-06-18-tension-protest_subscore,Iran,2025-06-18,tension,na,protest_subscore,77.6
Iran-2025-06-18-tension-crisis_subscore,Iran,2025-06-18,tension,na,crisis_subscore,87.0
Iran-2025-06-18-tension-negativity_subscore,Iran,2025-06-18,tension,na,negativity_subscore,83.8
Iran-2025-06-19-escalation-internal_dynamics_subscore,Iran,2025-06-19,escalation,internal,internal_dynamics_subscore,73.3
Iran-2025-06-19-escalation-external_dynamics_subscore,Iran,2025-06-19,escalation,external,external_dynamics_subscore,88.63333333333333
Iran-2025-06-19-escalation-peak_subscore,Iran,2025-06-19,escalation,all,peak_subscore,89.8
Iran-2025-06-19-escalation-intensity_subscore,Iran,2025-06-19,escalation,all,intensity_subscore,80.96666666666667
Iran-2025-06-19-tension-protest_subscore,Iran,2025-06-19,tension,na,protest_subscore,77.4
Iran-2025-06-19-tension-crisis_subscore,Iran,2025-06-19,tension,na,crisis_subscore,84.4
Iran-2025-06-19-tension-negativity_subscore,Iran,2025-06-19,tension,na,negativity_subscore,82.1
Iran-2025-06-20-escalation-internal_dynamics_subscore,Iran,2025-06-20,escalation,internal,internal_dynamics_subscore,69.7
Iran-2025-06-20-escalation-external_dynamics_subscore,Iran,2025-06-20,escalation,external,external_dynamics_subscore,88.3
