feature_id,country,date,cluster,subcluster,feature_name,feature_value
Japan-2025-05-12-negativity_signal,Japan,2025-05-12,tension,na,negativity_signal,30.6
Japan-2025-05-13-protest_signal,Japan,2025-05-13,tension,na,protest_signal,30.9
Japan-2025-05-13-crisis_discourse_signal,Japan,2025-05-13,tension,na,crisis_discourse_signal,30.5
Japan-2025-05-13-negativity_signal,Japan,2025-05-13,tension,na,negativity_signal,32.5
Japan-2025-05-14-protest_signal,Japan,2025-05-14,tension,na,protest_signal,29.7
Japan-2025-05-14-crisis_discourse_signal,Japan,2025-05-14,tension,na,crisis_discourse_signal,32.1
Japan-2025-05-14-negativity_signal,Japan,2025-05-14,tension,na,negativity_signal,34.3
Japan-2025-05-15-protest_signal,Japan,2025-05-15,tension,na,protest_signal,30.7
Japan-2025-05-15-crisis_discourse_signal,Japan,2025-05-15,tension,na,crisis_discourse_signal,32.9
Japan-2025-05-15-negativity_signal,Japan,2025-05-15,tension,na,negativity_signal,34.5
Japan-2025-05-16-protest_signal,Japan,2025-05-16,tension,na,protest_signal,31.8
Japan-2025-05-16-crisis_discourse_signal,Japan,2025-05-16,tension,na,crisis_discourse_signal,33.6
Japan-2025-05-16-negativity_signal,Japan,2025-05-16,tension,na,negativity_signal,29.8
Japan-2025-05-17-protest_signal,Japan,2025-05-17,tension,na,protest_signal,27.4
Japan-2025-05-17-crisis_discourse_signal,Japan,2025-05-17,tension,na,crisis_discourse_signal,32.0
Japan-2025-05-17-negativity_signal,Japan,2025-05-17,tension,na,negativity_signal,30.4
Japan-2025-05-18-protest_signal,Japan,2025-05-18,tension,na,protest_signal,29.7
Japan-2025-05-18-crisis_discourse_signal,Japan,2025-05-18,tension,na,crisis_discourse_signal,31.3
Japan-2025-05-18-negativity_signal,Japan,2025-05-18,tension,na,negativity_signal,29.3
Japan-2025-05-19-protest_signal,Japan,2025-05-19,tension,na,protest_signal,29.6
Japan-2025-05-19-crisis_discourse_signal,Japan,2025-05-19,tension,na,crisis_discourse_signal,31.7
Japan-2025-05-19-negativity_signal,Japan,2025-05-19,tension,na,negativity_signal,30.1
Japan-2025-05-20-protest_signal,Japan,2025-05-20,tension,na,protest_signal,26.9
Japan-2025-05-20-crisis_discourse_signal,Japan,2025-05-20,tension,na,crisis_discourse_signal,34.2
Japan-2025-05-20-negativity_signal,Japan,2025-05-20,tension,na,negativity_signal,29.6
Japan-2025-05-21-protest_signal,Japan,2025-05-21,tension,na,protest_signal,30.0
Japan-2025-05-21-crisis_discourse_signal,Japan,2025-05-21,tension,na,crisis_discourse_signal,33.2
Japan-2025-05-21-negativity_signal,Japan,2025-05-21,tension,na,negativity_signal,30.6
Japan-2025-05-22-protest_signal,Japan,2025-05-22,tension,na,protest_signal,32.5
Japan-2025-05-22-crisis_discourse_signal,Japan,2025-05-22,tension,na,crisis_discourse_signal,32.7
Japan-2025-05-22-negativity_signal,Japan,2025-05-22,tension,na,negativity_signal,30.2
Japan-2025-05-23-protest_signal,Japan,2025-05-23,tension,na,protest_signal,28.7
Japan-2025-05-23-crisis_discourse_signal,Japan,2025-05-23,tension,na,crisis_discourse_signal,34.6
Japan-2025-05-23-negativity_signal,Japan,2025-05-23,tension,na,negativity_signal,29.6
Japan-2025-05-24-protest_signal,Japan,2025-05-24,tension,na,protest_signal,27.0
Japan-2025-05-24-crisis_discourse_signal,Japan,2025-05-24,tension,na,crisis_discourse_signal,32.5
Japan-2025-05-24-negativity_signal,Japan,2025-05-24,tension,na,negativity_signal,30.2
Japan-2025-05-25-protest_signal,Japan,2025-05-25,tension,na,protest_signal,25.2
Japan-2025-05-25-crisis_discourse_signal,Japan,2025-05-25,tension,na,crisis_discourse_signal,28.2
Japan-2025-05-25-negativity_signal,Japan,2025-05-25,tension,na,negativity_signal,28.1
Japan-2025-05-26-protest_signal,Japan,2025-05-26,tension,na,protest_signal,25.9
Japan-2025-05-26-crisis_discourse_signal,Japan,2025-05-26,tension,na,crisis_discourse_signal,32.3
Japan-2025-05-26-negativity_signal,Japan,2025-05-26,tension,na,negativity_signal,26.4
Japan-2025-05-27-protest_signal,Japan,2025-05-27,tension,na,protest_signal,27.6
Japan-2025-05-27-crisis_discourse_signal,Japan,2025-05-27,tension,na,crisis_discourse_signal,32.9
Japan-2025-05-27-negativity_signal,Japan,2025-05-27,tension,na,negativity_signal,27.9
Japan-2025-05-28-protest_signal,Japan,2025-05-28,tension,na,protest_signal,30.3
Japan-2025-05-28-crisis_discourse_signal,Japan,2025-05-28,tension,na,crisis_discourse_signal,34.3
Japan-2025-05-28-negativity_signal,Japan,2025-05-28,tension,na,negativity_signal,31.2
Japan-2025-05-29-protest_signal,Japan,2025-05-29,tension,na,protest_signal,30.3
Japan-2025-05-29-crisis_discourse_signal,Japan,2025-05-29,tension,na,crisis_discourse_signal,35.1
Japan-2025-05-29-negativity_signal,Japan,2025-05-29,tension,na,negativity_signal,33.5
Japan-2025-05-30-protest_signal,Japan,2025-05-30,tension,na,protest_signal,28.4
Japan-2025-05-30-crisis_discourse_signal,Japan,2025-05-30,tension,na,crisis_discourse_signal,29.4
Japan-2025-05-30-negativity_signal,Japan,2025-05-30,tension,na,negativity_signal,30.4
Japan-2025-05-31-protest_signal,Japan,2025-05-31,tension,na,protest_signal,24.4
Japan-2025-05-31-crisis_discourse_signal,Japan,2025-05-31,tension,na,crisis_discourse_signal,28.9
Japan-2025-05-31-negativity_signal,Japan,2025-05-31,tension,na,negativity_signal,29.9
Japan-2025-06-01-protest_signal,Japan,2025-06-01,tension,na,protest_signal,26.1
Japan-2025-06-01-crisis_discourse_signal,Japan,2025-06-01,tension,na,crisis_discourse_signal,28.9
Japan-2025-06-01-negativity_signal,Japan,2025-06-01,tension,na,negativity_signal,26.9
Japan-2025-06-02-protest_signal,Japan,2025-06-02,tension,na,protest_signal,26.6
Japan-2025-06-02-crisis_discourse_signal,Japan,2025-06-02,tension,na,crisis_discourse_signal,29.3
Japan-2025-06-02-negativity_signal,Japan,2025-06-02,tension,na,negativity_signal,28.7
Japan-2025-06-03-protest_signal,Japan,2025-06-03,tension,na,protest_signal,28.4
Japan-2025-06-03-crisis_discourse_signal,Japan,2025-06-03,tension,na,crisis_discourse_signal,31.1
Japan-2025-06-03-negativity_signal,Japan,2025-06-03,tension,na,negativity_signal,26.8
Japan-2025-06-04-protest_signal,Japan,2025-06-04,tension,na,protest_signal,29.8
Japan-2025-06-04-crisis_discourse_signal,Japan,2025-06-04,tension,na,crisis_discourse_signal,32.9
Japan-2025-06-04-negativity_signal,Japan,2025-06-04,tension,na,negativity_signal,29.9
Japan-2025-06-05-protest_signal,Japan,2025-06-05,tension,na,protest_signal,27.6
Japan-2025-06-05-crisis_discourse_signal,Japan,2025-06-05,tension,na,crisis_discourse_signal,32.7
Japan-2025-06-05-negativity_signal,Japan,2025-06-05,tension,na,negativity_signal,30.5
Japan-2025-06-06-protest_signal,Japan,2025-06-06,tension,na,protest_signal,26.2
Japan-2025-06-06-crisis_discourse_signal,Japan,2025-06-06,tension,na,crisis_discourse_signal,29.6
Japan-2025-06-06-negativity_signal,Japan,2025-06-06,tension,na,negativity_signal,26.4
Japan-2025-06-07-protest_signal,Japan,2025-06-07,tension,na,protest_signal,23.6
Japan-2025-06-07-crisis_discourse_signal,Japan,2025-06-07,tension,na,crisis_discourse_signal,30.0
Japan-2025-06-07-negativity_signal,Japan,2025-06-07,tension,na,negativity_signal,24.9
Japan-2025-06-08-protest_signal,Japan,2025-06-08,tension,na,protest_signal,25.5
Japan-2025-06-08-crisis_discourse_signal,Japan,2025-06-08,tension,na,crisis_discourse_signal,24.7
Japan-2025-06-08-negativity_signal,Japan,2025-06-08,tension,na,negativity_signal,23.8
Japan-2025-06-09-protest_signal,Japan,2025-06-09,tension,na,protest_signal,23.5
Japan-2025-06-09-crisis_discourse_signal,Japan,2025-06-09,tension,na,crisis_discourse_signal,25.9
Japan-2025-06-09-negativity_signal,Japan,2025-06-09,tension,na,negativity_signal,22.8
Japan-2025-06-10-protest_signal,Japan,2025-06-10,tension,na,protest_signal,27.0
Japan-2025-06-10-crisis_discourse_signal,Japan,2025-06-10,tension,na,crisis_discourse_signal,27.8
Japan-2025-06-10-negativity_signal,Japan,2025-06-10,tension,na,negativity_signal,24.8
Japan-2025-06-11-protest_signal,Japan,2025-06-11,tension,na,protest_signal,26.2
Japan-2025-06-11-crisis_discourse_signal,Japan,2025-06-11,tension,na,crisis_discourse_signal,28.7
Japan-2025-06-11-negativity_signal,Japan,2025-06-11,tension,na,negativity_signal,29.5
Japan-2025-06-12-protest_signal,Japan,2025-06-12,tension,na,protest_signal,24.1
Japan-2025-06-12-crisis_discourse_signal,Japan,2025-06-12,tension,na,crisis_discourse_signal,30.0
Japan-2025-06-12-negativity_signal,Japan,2025-06-12,tension,na,negativity_signal,27.8
Japan-2025-06-13-protest_signal,Japan,2025-06-13,tension,na,protest_signal,26.0
Japan-2025-06-13-crisis_discourse_signal,Japan,2025-06-13,tension,na,crisis_discourse_signal,27.8
Japan-2025-06-13-negativity_signal,Japan,2025-06-13,tension,na,negativity_signal,26.4
Japan-2025-06-14-protest_signal,Japan,2025-06-14,tension,na,protest_signal,22.5
Japan-2025-06-14-crisis_discourse_signal,Japan,2025-06-14,tension,na,crisis_discourse_signal,28.0
Japan-2025-06-14-negativity_signal,Japan,2025-06-14,tension,na,negativity_signal,25.5
Japan-2025-06-15-protest_signal,Japan,2025-06-15,tension,na,protest_signal,21.1
Japan-2025-06-15-crisis_discourse_signal,Japan,2025-06-15,tension,na,crisis_discourse_signal,22.2
Japan-2025-06-15-negativity_signal,Japan,2025-06-15,tension,na,negativity_signal,24.3
Japan-2025-06-16-protest_signal,Japan,2025-06-16,tension,na,protest_signal,24.5
Japan-2025-06-16-crisis_discourse_signal,Japan,2025-06-16,tension,na,crisis_discourse_signal,26.0
Japan-2025-06-16-negativity_signal,Japan,2025-06-16,tension,na,negativity_signal,22.0
Japan-2025-06-17-protest_signal,Japan,2025-06-17,tension,na,protest_signal,25.3
Japan-2025-06-17-crisis_discourse_signal,Japan,2025-06-17,tension,na,crisis_discourse_signal,24.6
Japan-2025-06-17-negativity_signal,Japan,2025-06-17,tension,na,negativity_signal,23.6
Japan-2025-06-18-protest_signal,Japan,2025-06-18,tension,na,protest_signal,23.1
Japan-2025-06-18-crisis_discourse_signal,Japan,2025-06-18,tension,na,crisis_discourse_signal,28.4
Japan-2025-06-18-negativity_signal,Japan,2025-06-18,tension,na,negativity_signal,24.4
Japan-2025-06-19-protest_signal,Japan,2025-06-19,tension,na,protest_signal,26.0
Japan-2025-06-19-crisis_discourse_signal,Japan,2025-06-19,tension,na,crisis_discourse_signal,29.6
Japan-2025-06-19-negativity_signal,Japan,2025-06-19,tension,na,negativity_signal,25.8
Japan-2025-06-20-protest_signal,Japan,2025-06-20,tension,na,protest_signal,22.1
Japan-2025-06-20-crisis_discourse_signal,Japan,2025-06-20,tension,na,crisis_discourse_signal,25.0
Japan-2025-06-20-negativity_signal,Japan,2025-06-20,tension,na,negativity_signal,25.0
Japan-2025-06-21-protest_signal,Japan,2025-06-21,tension,na,protest_signal,22.9
Japan-2025-06-21-crisis_discourse_signal,Japan,2025-06-21,tension,na,crisis_discourse_signal,24.0
Japan-2025-06-21-negativity_signal,Japan,2025-06-21,tension,na,negativity_signal,24.8
Japan-2025-06-22-protest_signal,Japan,2025-06-22,tension,na,protest_signal,19.8
Japan-2025-06-22-crisis_discourse_signal,Japan,2025-06-22,tension,na,crisis_discourse_signal,22.4
Japan-2025-06-22-negativity_signal,Japan,2025-06-22,tension,na,negativity_signal,21.6
Japan-2025-06-23-protest_signal,Japan,2025-06-23,tension,na,protest_signal,22.1
Japan-2025-06-23-crisis_discourse_signal,Japan,2025-06-23,tension,na,crisis_discourse_signal,23.9
Japan-2025-06-23-negativity_signal,Japan,2025-06-23,tension,na,negativity_signal,20.5
Japan-2025-06-24-protest_signal,Japan,2025-06-24,tension,na,protest_signal,21.6
Japan-2025-06-24-crisis_discourse_signal,Japan,2025-06-24,tension,na,crisis_discourse_signal,23.6
Japan-2025-06-24-negativity_signal,Japan,2025-06-24,tension,na,negativity_signal,25.9
Japan-2025-06-25-protest_signal,Japan,2025-06-25,tension,na,protest_signal,23.5
Japan-2025-06-25-crisis_discourse_signal,Japan,2025-06-25,tension,na,crisis_discourse_signal,25.1
Japan-2025-06-25-negativity_signal,Japan,2025-06-25,tension,na,negativity_signal,24.5
Japan-2025-06-26-protest_signal,Japan,2025-06-26,tension,na,protest_signal,25.0
Japan-2025-06-26-crisis_discourse_signal,Japan,2025-06-26,tension,na,crisis_discourse_signal,24.4
Japan-2025-06-26-negativity_signal,Japan,2025-06-26,tension,na,negativity_signal,23.6
Japan-2025-06-27-protest_signal,Japan,2025-06-27,tension,na,protest_signal,21.6
Japan-2025-06-27-crisis_discourse_signal,Japan,2025-06-27,tension,na,crisis_discourse_signal,24.5
Japan-2025-06-27-negativity_signal,Japan,2025-06-27,tension,na,negativity_signal,22.1
Japan-2025-06-28-protest_signal,Japan,2025-06-28,tension,na,protest_signal,21.3
Japan-2025-06-28-crisis_discourse_signal,Japan,2025-06-28,tension,na,crisis_discourse_signal,25.2
Japan-2025-06-28-negativity_signal,Japan,2025-06-28,tension,na,negativity_signal,23.4
Japan-2025-06-29-protest_signal,Japan,2025-06-29,tension,na,protest_signal,22.0
Japan-2025-06-29-crisis_discourse_signal,Japan,2025-06-29,tension,na,crisis_discourse_signal,21.9
Japan-2025-06-29-negativity_signal,Japan,2025-06-29,tension,na,negativity_signal,20.8
Japan-2025-06-30-protest_signal,Japan,2025-06-30,tension,na,protest_signal,20.9
Japan-2025-06-30-crisis_discourse_signal,Japan,2025-06-30,tension,na,crisis_discourse_signal,22.8
Japan-2025-06-30-negativity_signal,Japan,2025-06-30,tension,na,negativity_signal,23.5
Japan-2025-07-01-protest_signal,Japan,2025-07-01,tension,na,protest_signal,22.3
Japan-2025-07-01-crisis_discourse_signal,Japan,2025-07-01,tension,na,crisis_discourse_signal,23.4
Japan-2025-07-01-negativity_signal,Japan,2025-07-01,tension,na,negativity_signal,21.8
Japan-2025-07-02-protest_signal,Japan,2025-07-02,tension,na,protest_signal,23.2
Japan-2025-07-02-crisis_discourse_signal,Japan,2025-07-02,tension,na,crisis_discourse_signal,26.1
Japan-2025-07-02-negativity_signal,Japan,2025-07-02,tension,na,negativity_signal,25.5
Japan-2025-07-03-protest_signal,Japan,2025-07-03,tension,na,protest_signal,24.0
Japan-2025-07-03-crisis_discourse_signal,Japan,2025-07-03,tension,na,crisis_discourse_signal,24.8
Japan-2025-07-03-negativity_signal,Japan,2025-07-03,tension,na,negativity_signal,26.7
Japan-2025-07-04-protest_signal,Japan,2025-07-04,tension,na,protest_signal,22.1
Japan-2025-07-04-crisis_discourse_signal,Japan,2025-07-04,tension,na,crisis_discourse_signal,23.2
Japan-2025-07-04-negativity_signal,Japan,2025-07-04,tension,na,negativity_signal,25.4
Japan-2025-07-05-protest_signal,Japan,2025-07-05,tension,na,protest_signal,22.1
Japan-2025-07-05-crisis_discourse_signal,Japan,2025-07-05,tension,na,crisis_discourse_signal,24.5
Japan-2025-07-05-negativity_signal,Japan,2025-07-05,tension,na,negativity_signal,21.1
Japan-2025-07-06-protest_signal,Japan,2025-07-06,tension,na,protest_signal,18.9
Japan-2025-07-06-crisis_discourse_signal,Japan,2025-07-06,tension,na,crisis_discourse_signal,20.9
Japan-2025-07-06-negativity_signal,Japan,2025-07-06,tension,na,negativity_signal,20.4
Japan-2025-07-07-protest_signal,Japan,2025-07-07,tension,na,protest_signal,22.2
Japan-2025-07-07-crisis_discourse_signal,Japan,2025-07-07,tension,na,crisis_discourse_signal,21.3
Japan-2025-07-07-negativity_signal,Japan,2025-07-07,tension,na,negativity_signal,23.2
Japan-2025-07-08-protest_signal,Japan,2025-07-08,tension,na,protest_signal,23.8
Japan-2025-07-08-crisis_discourse_signal,Japan,2025-07-08,tension,na,crisis_discourse_signal,24.1
Japan-2025-07-08-negativity_signal,Japan,2025-07-08,tension,na,negativity_signal,25.1
Japan-2025-07-09-protest_signal,Japan,2025-07-09,tension,na,protest_signal,26.1
Japan-2025-07-09-crisis_discourse_signal,Japan,2025-07-09,tension,na,crisis_discourse_signal,27.7
Japan-2025-07-09-negativity_signal,Japan,2025-07-09,tension,na,negativity_signal,25.2
Japan-2025-07-10-protest_signal,Japan,2025-07-10,tension,na,protest_signal,22.9
Japan-2025-07-10-crisis_discourse_signal,Japan,2025-07-10,tension,na,crisis_discourse_signal,26.6
Japan-2025-07-10-negativity_signal,Japan,2025-07-10,tension,na,negativity_signal,27.0
Japan-2025-07-11-protest_signal,Japan,2025-07-11,tension,na,protest_signal,22.4
Japan-2025-07-11-crisis_discourse_signal,Japan,2025-07-11,tension,na,crisis_discourse_signal,25.4
Japan-2025-07-11-negativity_signal,Japan,2025-07-11,tension,na,negativity_signal,24.2
Japan-2025-07-12-protest_signal,Japan,2025-07-12,tension,na,protest_signal,24.7
Japan-2025-07-12-crisis_discourse_signal,Japan,2025-07-12,tension,na,crisis_discourse_signal,25.1
Japan-2025-07-12-negativity_signal,Japan,2025-07-12,tension,na,negativity_signal,26.0
Japan-2025-07-13-protest_signal,Japan,2025-07-13,tension,na,protest_signal,21.1
Japan-2025-07-13-crisis_discourse_signal,Japan,2025-07-13,tension,na,crisis_discourse_signal,21.8
Japan-2025-07-13-negativity_signal,Japan,2025-07-13,tension,na,negativity_signal,21.6
Japan-2025-07-14-protest_signal,Japan,2025-07-14,tension,na,protest_signal,24.1
Japan-2025-07-14-crisis_discourse_signal,Japan,2025-07-14,tension,na,crisis_discourse_signal,24.9
Japan-2025-07-14-negativity_signal,Japan,2025-07-14,tension,na,negativity_signal,24.7
Japan-2025-07-15-protest_signal,Japan,2025-07-15,tension,na,protest_signal,22.9
Japan-2025-07-15-crisis_discourse_signal,Japan,2025-07-15,tension,na,crisis_discourse_signal,26.5
Japan-2025-07-15-negativity_signal,Japan,2025-07-15,tension,na,negativity_signal,23.2
Japan-2025-07-16-protest_signal,Japan,2025-07-16,tension,na,protest_signal,25.8
Japan-2025-07-16-crisis_discourse_signal,Japan,2025-07-16,tension,na,crisis_discourse_signal,26.3
Japan-2025-07-16-negativity_signal,Japan,2025-07-16,tension,na,negativity_signal,25.7
Japan-2025-07-17-protest_signal,Japan,2025-07-17,tension,na,protest_signal,24.9
Japan-2025-07-17-crisis_discourse_signal,Japan,2025-07-17,tension,na,crisis_discourse_signal,28.1
Japan-2025-07-17-negativity_signal,Japan,2025-07-17,tension,na,negativity_signal,28.6
Japan-2025-07-18-protest_signal,Japan,2025-07-18,tension,na,protest_signal,26.7
Japan-2025-07-18-crisis_discourse_signal,Japan,2025-07-18,tension,na,crisis_discourse_signal,25.8
Japan-2025-07-18-negativity_signal,Japan,2025-07-18,tension,na,negativity_signal,27.2
Japan-2025-07-19-protest_signal,Japan,2025-07-19,tension,na,protest_signal,23.9
Japan-2025-07-19-crisis_discourse_signal,Japan,2025-07-19,tension,na,crisis_discourse_signal,27.3
Japan-2025-07-19-negativity_signal,Japan,2025-07-19,tension,na,negativity_signal,25.9
Japan-2025-07-20-protest_signal,Japan,2025-07-20,tension,na,protest_signal,24.0
Japan-2025-07-20-crisis_discourse_signal,Japan,2025-07-20,tension,na,crisis_discourse_signal,26.2
Japan-2025-07-20-negativity_signal,Japan,2025-07-20,tension,na,negativity_signal,26.3
Japan-2025-07-21-protest_signal,Japan,2025-07-21,tension,na,protest_signal,25.3
Japan-2025-07-21-crisis_discourse_signal,Japan,2025-07-21,tension,na,crisis_discourse_signal,26.1
Japan-2025-07-21-negativity_signal,Japan,2025-07-21,tension,na,negativity_signal,26.1
Japan-2025-07-22-protest_signal,Japan,2025-07-22,tension,na,protest_signal,27.6
Japan-2025-07-22-crisis_discourse_signal,Japan,2025-07-22,tension,na,crisis_discourse_signal,26.2
Japan-2025-07-22-negativity_signal,Japan,2025-07-22,tension,na,negativity_signal,27.6
Japan-2025-07-23-protest_signal,Japan,2025-07-23,tension,na,protest_signal,28.6
Japan-2025-07-23-crisis_discourse_signal,Japan,2025-07-23,tension,na,crisis_discourse_signal,31.5
Japan-2025-07-23-negativity_signal,Japan,2025-07-23,tension,na,negativity_signal,27.9
Japan-2025-07-24-protest_signal,Japan,2025-07-24,tension,na,protest_signal,26.9
Japan-2025-07-24-crisis_discourse_signal,Japan,2025-07-24,tension,na,crisis_discourse_signal,33.2
Japan-2025-07-24-negativity_signal,Japan,2025-07-24,tension,na,negativity_signal,28.7
Japan-2025-07-25-protest_signal,Japan,2025-07-25,tension,na,protest_signal,25.3
Japan-2025-07-25-crisis_discourse_signal,Japan,2025-07-25,tension,na,crisis_discourse_signal,31.4
Japan-2025-07-25-negativity_signal,Japan,2025-07-25,tension,na,negativity_signal,27.5
Japan-2025-07-26-protest_signal,Japan,2025-07-26,tension,na,protest_signal,24.5
Japan-2025-07-26-crisis_discourse_signal,Japan,2025-07-26,tension,na,crisis_discourse_signal,30.6
Japan-2025-07-26-negativity_signal,Japan,2025-07-26,tension,na,negativity_signal,27.7
Japan-2025-07-27-protest_signal,Japan,2025-07-27,tension,na,protest_signal,24.0
Japan-2025-07-27-crisis_discourse_signal,Japan,2025-07-27,tension,na,crisis_discourse_signal,27.5
Japan-2025-07-27-negativity_signal,Japan,2025-07-27,tension,na,negativity_signal,24.2
Japan-2025-07-28-protest_signal,Japan,2025-07-28,tension,na,protest_signal,23.3
Japan-2025-07-28-crisis_discourse_signal,Japan,2025-07-28,tension,na,crisis_discourse_signal,26.3
Japan-2025-07-28-negativity_signal,Japan,2025-07-28,tension,na,negativity_signal,27.1
Japan-2025-07-29-protest_signal,Japan,2025-07-29,tension,na,protest_signal,29.0
Japan-2025-07-29-crisis_discourse_signal,Japan,2025-07-29,tension,na,crisis_discourse_signal,30.1
Japan-2025-07-29-negativity_signal,Japan,2025-07-29,tension,na,negativity_signal,29.2
Japan-2025-07-30-protest_signal,Japan,2025-07-30,tension,na,protest_signal,28.8
Japan-2025-07-30-crisis_discourse_signal,Japan,2025-07-30,tension,na,crisis_discourse_signal,29.8
Japan-2025-07-30-negativity_signal,Japan,2025-07-30,tension,na,negativity_signal,28.6
Japan-2025-07-31-protest_signal,Japan,2025-07-31,tension,na,protest_signal,27.9
Japan-2025-07-31-crisis_discourse_signal,Japan,2025-07-31,tension,na,crisis_discourse_signal,34.4
Japan-2025-07-31-negativity_signal,Japan,2025-07-31,tension,na,negativity_signal,29.8
Japan-2025-08-01-protest_signal,Japan,2025-08-01,tension,na,protest_signal,28.2
Japan-2025-08-01-crisis_discourse_signal,Japan,2025-08-01,tension,na,crisis_discourse_signal,33.8
Japan-2025-08-01-negativity_signal,Japan,2025-08-01,tension,na,negativity_signal,31.3
Japan-2025-08-02-protest_signal,Japan,2025-08-02,tension,na,protest_signal,27.1
Japan-2025-08-02-crisis_discourse_signal,Japan,2025-08-02,tension,na,crisis_discourse_signal,31.5
Japan-2025-08-02-negativity_signal,Japan,2025-08-02,tension,na,negativity_signal,29.4
Japan-2025-08-03-protest_signal,Japan,2025-08-03,tension,na,protest_signal,24.7
Japan-2025-08-03-crisis_discourse_signal,Japan,2025-08-03,tension,na,crisis_discourse_signal,28.0
Japan-2025-08-03-negativity_signal,Japan,2025-08-03,tension,na,negativity_signal,30.0
Japan-2025-08-04-protest_signal,Japan,2025-08-04,tension,na,protest_signal,29.0
Japan-2025-08-04-crisis_discourse_signal,Japan,2025-08-04,tension,na,crisis_discourse_signal,28.3
Japan-2025-08-04-negativity_signal,Japan,2025-08-04,tension,na,negativity_signal,27.8
Japan-2025-08-05-protest_signal,Japan,2025-08-05,tension,na,protest_signal,28.6
Japan-2025-08-05-crisis_discourse_signal,Japan,2025-08-05,tension,na,crisis_discourse_signal,29.6
Japan-2025-08-05-negativity_signal,Japan,2025-08-05,tension,na,negativity_signal,28.7
Japan-2025-08-06-protest_signal,Japan,2025-08-06,tension,na,protest_signal,28.3
Japan-2025-08-06-crisis_discourse_signal,Japan,2025-08-06,tension,na,crisis_discourse_signal,35.2
Japan-2025-08-06-negativity_signal,Japan,2025-08-06,tension,na,negativity_signal,30.4
Japan-2025-08-07-protest_signal,Japan,2025-08-07,tension,na,protest_signal,30.9
Japan-2025-08-07-crisis_discourse_signal,Japan,2025-08-07,tension,na,crisis_discourse_signal,35.4
Japan-2025-08-07-negativity_signal,Japan,2025-08-07,tension,na,negativity_signal,33.7
Japan-2025-08-08-protest_signal,Japan,2025-08-08,tension,na,protest_signal,27.8
Japan-2025-08-08-crisis_discourse_signal,Japan,2025-08-08,tension,na,crisis_discourse_signal,31.5
Japan-2025-08-08-negativity_signal,Japan,2025-08-08,tension,na,negativity_signal,31.3
Japan-2025-08-09-protest_signal,Japan,2025-08-09,tension,na,protest_signal,26.0
Japan-2025-08-09-crisis_discourse_signal,Japan,2025-08-09,tension,na,crisis_discourse_signal,32.4
Japan-2025-08-09-negativity_signal,Japan,2025-08-09,tension,na,negativity_signal,29.4
Japan-2025-08-10-protest_signal,Japan,2025-08-10,tension,na,protest_signal,27.0
Japan-2025-08-10-crisis_discourse_signal,Japan,2025-08-10,tension,na,crisis_discourse_signal,32.2
Japan-2025-08-10-negativity_signal,Japan,2025-08-10,tension,na,negativity_signal,26.6
Japan-2025-08-11-protest_signal,Japan,2025-08-11,tension,na,protest_signal,30.2
Japan-2025-08-11-crisis_discourse_signal,Japan,2025-08-11,tension,na,crisis_discourse_signal,30.4
Japan-2025-08-11-negativity_signal,Japan,2025-08-11,tension,na,negativity_signal,28.0
Japan-2025-08-12-protest_signal,Japan,2025-08-12,tension,na,protest_signal,29.3
Japan-2025-08-12-crisis_discourse_signal,Japan,2025-08-12,tension,na,crisis_discourse_signal,34.6
Japan-2025-08-12-negativity_signal,Japan,2025-08-12,tension,na,negativity_signal,29.4
Japan-2025-08-13-protest_signal,Japan,2025-08-13,tension,na,protest_signal,32.0
Japan-2025-08-13-crisis_discourse_signal,Japan,2025-08-13,tension,na,crisis_discourse_signal,33.4
Japan-2025-08-13-negativity_signal,Japan,2025-08-13,tension,na,negativity_signal,34.7
Japan-2025-08-14-protest_signal,Japan,2025-08-14,tension,na,protest_signal,33.5
Japan-2025-08-14-crisis_discourse_signal,Japan,2025-08-14,tension,na,crisis_discourse_signal,36.8
Japan-2025-08-14-negativity_signal,Japan,2025-08-14,tension,na,negativity_signal,33.4
Japan-2025-08-15-protest_signal,Japan,2025-08-15,tension,na,protest_signal,32.4
Japan-2025-08-15-crisis_discourse_signal,Japan,2025-08-15,tension,na,crisis_discourse_signal,31.9
Japan-2025-08-15-negativity_signal,Japan,2025-08-15,tension,na,negativity_signal,32.0
Japan-2025-08-16-protest_signal,Japan,2025-08-16,tension,na,protest_signal,29.3
Japan-2025-08-16-crisis_discourse_signal,Japan,2025-08-16,tension,na,crisis_discourse_signal,33.0
Japan-2025-08-16-negativity_signal,Japan,2025-08-16,tension,na,negativity_signal,31.9
Japan-2025-08-17-protest_signal,Japan,2025-08-17,tension,na,protest_signal,27.1
Japan-2025-08-17-crisis_discourse_signal,Japan,2025-08-17,tension,na,crisis_discourse_signal,33.1
Japan-2025-08-17-negativity_signal,Japan,2025-08-17,tension,na,negativity_signal,31.1
Japan-2025-08-18-protest_signal,Japan,2025-08-18,tension,na,protest_signal,28.4
Japan-2025-08-18-crisis_discourse_signal,Japan,2025-08-18,tension,na,crisis_discourse_signal,32.8
Japan-2025-08-18-negativity_signal,Japan,2025-08-18,tension,na,negativity_signal,27.9
Japan-2025-08-19-protest_signal,Japan,2025-08-19,tension,na,protest_signal,31.4
Japan-2025-08-19-crisis_discourse_signal,Japan,2025-08-19,tension,na,crisis_discourse_signal,34.8
